,number,value,datetime_start,datetime_complete,duration,params_Bayes_prior_positive,params_Bayes_var_smoothing,params_GB_ccp_alpha,params_GB_criterion,params_GB_learning_rate,params_GB_loss,params_GB_max_depth,params_GB_max_features,params_GB_min_impurity_decrease,params_GB_min_samples_leaf,params_GB_min_samples_split,params_GB_n_estimators,params_GB_subsample,params_GB_tol,params_GB_validation_fraction,params_Method,params_SVM_C,params_SVM_coef0,params_SVM_decision_function_shape,params_SVM_degree,params_SVM_gamma,params_SVM_kernel,params_SVM_shrinking,params_SVM_tol,params_Tree_ccp_alpha,params_Tree_criterion,params_Tree_max_features,params_Tree_min_impurity_decrease,params_Tree_min_samples_leaf,params_Tree_min_samples_split,params_Tree_min_weight_fraction_leaf,params_Tree_splitter,params_kNN_algorithm,params_kNN_leaf_size,params_kNN_n_neighbors,params_kNN_p,params_kNN_weights,state
419,419,0.5,2023-03-02 00:30:30.820620,2023-03-02 00:30:32.459815,0 days 00:00:01.639195,,,480.97858295541926,friedman_mse,1.8392892722022927,exponential,16.0,0.6748285720724707,175.40867624979603,0.14270523007489372,0.20110391905024205,504.0,0.770972907861659,0.5109934982072368,0.9901521955112075,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
420,420,0.8690740740740741,2023-03-02 00:30:32.144818,2023-03-02 00:30:32.334814,0 days 00:00:00.189996,0.3379617114268031,0.1141571142549006,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
421,421,0.8631481481481482,2023-03-02 00:30:32.255815,2023-03-02 00:30:32.438815,0 days 00:00:00.183000,0.45691690690123876,0.5153519416569698,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
422,422,0.8690740740740741,2023-03-02 00:30:32.303815,2023-03-02 00:30:32.482817,0 days 00:00:00.179002,0.40015773617368156,0.14561318974575346,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
423,423,0.8690740740740741,2023-03-02 00:30:32.340815,2023-03-02 00:30:32.519021,0 days 00:00:00.178206,0.03404656425802309,0.14221670355250499,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
424,424,0.8629629629629629,2023-03-02 00:30:32.442816,2023-03-02 00:30:32.591018,0 days 00:00:00.148202,0.26625051852253195,0.5819643881721825,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
425,425,0.8694444444444445,2023-03-02 00:30:32.463819,2023-03-02 00:30:32.610018,0 days 00:00:00.146199,0.26492375409393953,0.09175319637727826,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
426,426,0.8690740740740741,2023-03-02 00:30:32.483815,2023-03-02 00:30:32.626018,0 days 00:00:00.142203,0.2676804345757912,0.08657672806247191,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
427,427,0.8664814814814815,2023-03-02 00:30:32.491815,2023-03-02 00:30:32.629019,0 days 00:00:00.137204,0.27232997949326154,0.2577282873122104,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
428,428,0.8664814814814815,2023-03-02 00:30:32.522022,2023-03-02 00:30:32.663021,0 days 00:00:00.140999,0.2622566529630269,0.25819315758706135,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
429,429,0.8681481481481481,2023-03-02 00:30:32.595019,2023-03-02 00:30:32.737019,0 days 00:00:00.142000,0.2589448218530199,0.050768184035959535,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
430,430,0.8681481481481481,2023-03-02 00:30:32.616021,2023-03-02 00:30:32.755018,0 days 00:00:00.138997,0.25251525765796173,0.05443034717605632,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
431,431,0.8681481481481481,2023-03-02 00:30:32.632018,2023-03-02 00:30:32.777019,0 days 00:00:00.145001,0.2511278263251997,0.05211855848911831,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
432,432,0.8681481481481481,2023-03-02 00:30:32.639018,2023-03-02 00:30:32.773020,0 days 00:00:00.134002,0.2943933135231669,0.05143280597256096,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
433,433,0.8679629629629629,2023-03-02 00:30:32.666020,2023-03-02 00:30:32.806018,0 days 00:00:00.139998,0.24616116346205363,0.06289970446539458,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
434,434,0.8690740740740741,2023-03-02 00:30:32.739021,2023-03-02 00:30:32.889019,0 days 00:00:00.149998,0.29679882977385175,0.0869228328970667,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
435,435,0.8692592592592593,2023-03-02 00:30:32.757020,2023-03-02 00:30:32.895019,0 days 00:00:00.137999,0.22594198440865715,0.0877750510671051,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
436,436,0.8694444444444445,2023-03-02 00:30:32.779019,2023-03-02 00:30:32.913018,0 days 00:00:00.133999,0.2162599047399552,0.08812623804228578,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
437,437,0.8692592592592593,2023-03-02 00:30:32.785021,2023-03-02 00:30:32.940018,0 days 00:00:00.154997,0.3021999126605911,0.08722746530169413,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
438,438,0.8662962962962963,2023-03-02 00:30:32.809021,2023-03-02 00:30:32.945018,0 days 00:00:00.135997,0.22485361918784935,0.3229824904376195,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
439,439,0.8690740740740741,2023-03-02 00:30:32.893020,2023-03-02 00:30:33.059120,0 days 00:00:00.166100,0.34328094841757606,0.11450902532960963,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
440,440,0.8668518518518519,2023-03-02 00:30:32.909019,2023-03-02 00:30:33.039123,0 days 00:00:00.130104,0.21994458392019545,0.28444649912026343,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
441,441,0.8690740740740741,2023-03-02 00:30:32.918021,2023-03-02 00:30:33.060120,0 days 00:00:00.142099,0.056778106932231065,0.11759960313204607,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
442,442,0.8690740740740741,2023-03-02 00:30:32.942018,2023-03-02 00:30:33.105062,0 days 00:00:00.163044,0.2128912891162767,0.1119736786182459,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
443,443,0.8666666666666667,2023-03-02 00:30:32.950021,2023-03-02 00:30:33.086123,0 days 00:00:00.136102,0.3686887686409474,0.23877078187617443,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
444,444,0.8648148148148149,2023-03-02 00:30:33.042123,2023-03-02 00:30:33.190060,0 days 00:00:00.147937,0.06073998644565853,0.3639957664862977,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
445,445,0.8688888888888888,2023-03-02 00:30:33.063121,2023-03-02 00:30:33.193061,0 days 00:00:00.129940,0.4126639921816246,0.07259665706903203,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
446,446,0.864074074074074,2023-03-02 00:30:33.067121,2023-03-02 00:30:33.232063,0 days 00:00:00.164942,0.3778506355030852,0.46636146484916874,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
447,447,0.8685185185185185,2023-03-02 00:30:33.090120,2023-03-02 00:30:33.225060,0 days 00:00:00.134940,0.03584411888279504,0.06836077022491263,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
448,448,0.8687037037037038,2023-03-02 00:30:33.108064,2023-03-02 00:30:33.255062,0 days 00:00:00.146998,0.044676021764785495,0.035402261996702794,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
449,449,0.8688888888888889,2023-03-02 00:30:33.195061,2023-03-02 00:30:33.335061,0 days 00:00:00.140000,0.030110914550365533,0.13312903202076445,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
450,450,0.8688888888888889,2023-03-02 00:30:33.203061,2023-03-02 00:30:33.354063,0 days 00:00:00.151002,0.03706552551052178,0.13388076888968958,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
451,451,0.867962962962963,2023-03-02 00:30:33.227061,2023-03-02 00:30:33.380062,0 days 00:00:00.153001,0.3370144876660748,0.20115910703727802,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
452,452,0.8688888888888889,2023-03-02 00:30:33.236061,2023-03-02 00:30:33.366062,0 days 00:00:00.130001,0.33153994092696254,0.13682662982801924,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
453,453,0.8668518518518519,2023-03-02 00:30:33.258061,2023-03-02 00:30:33.404065,0 days 00:00:00.146004,0.33140851428423407,0.29402967129091845,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
454,454,0.8688888888888888,2023-03-02 00:30:33.338061,2023-03-02 00:30:33.550196,0 days 00:00:00.212135,0.3385056380499107,0.0751851182532077,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
455,455,0.8648148148148149,2023-03-02 00:30:33.357063,2023-03-02 00:30:33.565196,0 days 00:00:00.208133,0.33321211341377743,0.3680061047966382,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
456,456,0.8633333333333334,2023-03-02 00:30:33.370061,2023-03-02 00:30:33.591195,0 days 00:00:00.221134,0.2736701876280905,0.7060153172478223,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
457,457,0.5,2023-03-02 00:30:33.382062,2023-03-02 00:30:33.442065,0 days 00:00:00.060003,,,,,,,,,,,,,,,,Tree,,,,,,,,,965.4239940797519,gini,0.4086507925624122,422.45261936092857,0.4263341562843881,0.3298273827802648,0.22850867517728354,random,,,,,,COMPLETE
458,458,0.8690740740740741,2023-03-02 00:30:33.414061,2023-03-02 00:30:33.604198,0 days 00:00:00.190137,0.31003897256184443,0.10000763548537428,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
459,459,0.5,2023-03-02 00:30:33.445061,2023-03-02 00:30:33.489061,0 days 00:00:00.044000,,,,,,,,,,,,,,,,SVM,20.094353119540475,53.710533474602705,ovo,56.0,scale,poly,True,0.3743421776704005,,,,,,,,,,,,,,COMPLETE
460,460,0.8668518518518519,2023-03-02 00:30:33.491061,2023-03-02 00:30:33.639194,0 days 00:00:00.148133,0.18826458460325468,0.2328582029821923,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
461,461,0.867962962962963,2023-03-02 00:30:33.553198,2023-03-02 00:30:33.725196,0 days 00:00:00.171998,0.19243780042945763,0.21325078544580311,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
462,462,0.8618518518518519,2023-03-02 00:30:33.571196,2023-03-02 00:30:33.732196,0 days 00:00:00.161000,0.18960218075489227,0.8357919080649889,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
463,463,0.8668518518518519,2023-03-02 00:30:33.595196,2023-03-02 00:30:33.783196,0 days 00:00:00.188000,0.19574555194188373,0.30194289948232833,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
464,464,0.8677777777777778,2023-03-02 00:30:33.609198,2023-03-02 00:30:33.784198,0 days 00:00:00.175000,0.2437541967515279,0.1637354108917421,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
465,465,0.8461111111111111,2023-03-02 00:30:33.646196,2023-03-02 00:30:33.987197,0 days 00:00:00.341001,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,376.0,375.0,188.0,distance,COMPLETE
466,466,0.8692592592592593,2023-03-02 00:30:33.729195,2023-03-02 00:30:33.923198,0 days 00:00:00.194003,0.019316739150384933,0.09343680858503674,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
467,467,0.8496296296296296,2023-03-02 00:30:33.737196,2023-03-02 00:30:33.856200,0 days 00:00:00.119004,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,198.0,10.0,844.0,distance,COMPLETE
468,468,0.8500000000000001,2023-03-02 00:30:33.786199,2023-03-02 00:30:33.891196,0 days 00:00:00.104997,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,387.0,10.0,849.0,distance,COMPLETE
469,469,0.8694444444444445,2023-03-02 00:30:33.793197,2023-03-02 00:30:33.965196,0 days 00:00:00.171999,0.29821437359900044,0.09141336568046289,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
470,470,0.8688888888888888,2023-03-02 00:30:33.860197,2023-03-02 00:30:34.017197,0 days 00:00:00.157000,0.07185233829754653,0.07486397912549679,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
471,471,0.8687037037037038,2023-03-02 00:30:33.893195,2023-03-02 00:30:34.041197,0 days 00:00:00.148002,0.3011502045796747,0.0355298113768091,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
472,472,0.8687037037037038,2023-03-02 00:30:33.925197,2023-03-02 00:30:34.081195,0 days 00:00:00.155998,0.4465928452742949,0.03408150161030164,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
473,473,0.8690740740740741,2023-03-02 00:30:33.969197,2023-03-02 00:30:34.130197,0 days 00:00:00.161000,0.23674062341406482,0.10562486774091212,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
474,474,0.8690740740740741,2023-03-02 00:30:33.990195,2023-03-02 00:30:34.137195,0 days 00:00:00.147000,0.23764718213041375,0.11522753124824256,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
475,475,0.8690740740740741,2023-03-02 00:30:34.021195,2023-03-02 00:30:34.177195,0 days 00:00:00.156000,0.23658131022920748,0.11229687755100433,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
476,476,0.8692592592592593,2023-03-02 00:30:34.044197,2023-03-02 00:30:34.195195,0 days 00:00:00.150998,0.4304865202387238,0.10585001022748143,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
477,477,0.8683333333333333,2023-03-02 00:30:34.085195,2023-03-02 00:30:34.236267,0 days 00:00:00.151072,0.36201181436128954,0.06422069684029666,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
478,478,0.8685185185185185,2023-03-02 00:30:34.134197,2023-03-02 00:30:34.286267,0 days 00:00:00.152070,0.36557579959870856,0.06802970779113482,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
479,479,0.8685185185185185,2023-03-02 00:30:34.139195,2023-03-02 00:30:34.290265,0 days 00:00:00.151070,0.3565067135565875,0.0709519274998976,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
480,480,0.8688888888888888,2023-03-02 00:30:34.182196,2023-03-02 00:30:34.371831,0 days 00:00:00.189635,0.364906498641382,0.0744511419317265,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
481,481,0.8688888888888888,2023-03-02 00:30:34.197197,2023-03-02 00:30:34.371831,0 days 00:00:00.174634,0.3610311901390892,0.07333820867433492,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
482,482,0.867037037037037,2023-03-02 00:30:34.238266,2023-03-02 00:30:34.428829,0 days 00:00:00.190563,0.10155196600161046,0.22223043511695195,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
483,483,0.8633333333333333,2023-03-02 00:30:34.287268,2023-03-02 00:30:34.476846,0 days 00:00:00.189578,0.3898584214748734,0.48291825616864437,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
484,484,0.5,2023-03-02 00:30:34.295266,2023-03-02 00:30:34.347830,0 days 00:00:00.052564,,,,,,,,,,,,,,,,Tree,,,,,,,,,784.4005960526008,entropy,0.17973476744927386,573.9902893302708,0.43479879033985097,0.10044515514683194,0.4539188865118555,random,,,,,,COMPLETE
485,485,0.8644444444444445,2023-03-02 00:30:34.349830,2023-03-02 00:30:34.508848,0 days 00:00:00.159018,0.2766301825855385,0.395090138888141,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
486,486,0.8629629629629629,2023-03-02 00:30:34.374832,2023-03-02 00:30:34.529516,0 days 00:00:00.154684,0.10199514312506723,0.6087496857136296,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
487,487,0.8462962962962963,2023-03-02 00:30:34.381830,2023-03-02 00:30:34.685214,0 days 00:00:00.303384,,,,,,,,,,,,,,,,SVM,64.09131007121388,,ovo,,,linear,True,0.3475337581573037,,,,,,,,,,,,,,COMPLETE
488,488,0.8690740740740741,2023-03-02 00:30:34.431833,2023-03-02 00:30:34.566214,0 days 00:00:00.134381,0.2738983920887093,0.017917798847313218,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
489,489,0.8690740740740741,2023-03-02 00:30:34.478846,2023-03-02 00:30:34.643216,0 days 00:00:00.164370,0.5009852864540926,0.01996561940162328,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
490,490,0.864074074074074,2023-03-02 00:30:34.510847,2023-03-02 00:30:34.675214,0 days 00:00:00.164367,0.48069037954374483,0.43785003505108205,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
491,491,0.8690740740740741,2023-03-02 00:30:34.531517,2023-03-02 00:30:34.714216,0 days 00:00:00.182699,0.014922071619718785,0.15247803274382243,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
492,492,0.846111111111111,2023-03-02 00:30:34.569215,2023-03-02 00:30:34.991702,0 days 00:00:00.422487,,,,,,,,,,,,,,,,SVM,58.124291467018175,,ovr,,,linear,False,0.3331715062719445,,,,,,,,,,,,,,COMPLETE
493,493,0.8690740740740741,2023-03-02 00:30:34.579213,2023-03-02 00:30:34.752703,0 days 00:00:00.173490,0.015781255825148853,0.1549640726382711,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
494,494,0.8642592592592593,2023-03-02 00:30:34.603214,2023-03-02 00:30:34.762705,0 days 00:00:00.159491,0.06653570160033162,0.4079877560669735,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
495,495,0.8694444444444445,2023-03-02 00:30:34.646214,2023-03-02 00:30:34.800703,0 days 00:00:00.154489,0.017616673364203,0.0883306037868788,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
496,496,0.8507407407407407,2023-03-02 00:30:34.677215,2023-03-02 00:30:35.140871,0 days 00:00:00.463656,,,,,,,,,,,,,,,,SVM,86.64377366196156,,ovr,,,linear,False,0.748213248884916,,,,,,,,,,,,,,COMPLETE
497,497,0.8694444444444445,2023-03-02 00:30:34.689213,2023-03-02 00:30:34.831703,0 days 00:00:00.142490,0.017550932642953487,0.09138174655386068,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
498,498,0.8694444444444445,2023-03-02 00:30:34.720215,2023-03-02 00:30:34.854706,0 days 00:00:00.134491,0.05210334189153761,0.09505778494262664,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
499,499,0.8690740740740741,2023-03-02 00:30:34.755705,2023-03-02 00:30:34.878702,0 days 00:00:00.122997,0.057681148114018484,0.1298279935992796,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
500,500,0.8685185185185185,2023-03-02 00:30:34.767703,2023-03-02 00:30:34.902704,0 days 00:00:00.135001,0.16190580421252315,0.04544245875710745,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
501,501,0.8690740740740741,2023-03-02 00:30:34.802703,2023-03-02 00:30:34.942703,0 days 00:00:00.140000,0.21012706772865292,0.12733307974021252,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
502,502,0.8683333333333334,2023-03-02 00:30:34.833703,2023-03-02 00:30:34.964702,0 days 00:00:00.130999,0.16225353418656951,0.04766465873810539,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
503,503,0.8648148148148148,2023-03-02 00:30:34.856703,2023-03-02 00:30:35.004702,0 days 00:00:00.147999,0.5691668351809447,0.34673084848880753,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
504,504,0.8690740740740741,2023-03-02 00:30:34.880702,2023-03-02 00:30:35.034355,0 days 00:00:00.153653,0.15414286097046556,0.10547651523047229,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
505,505,0.8692592592592593,2023-03-02 00:30:34.906702,2023-03-02 00:30:35.058870,0 days 00:00:00.152168,0.3159535815969304,0.09424479249223507,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
506,506,0.8690740740740741,2023-03-02 00:30:34.915702,2023-03-02 00:30:35.066870,0 days 00:00:00.151168,0.21085379594085865,0.11273517849420227,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
507,507,0.8692592592592594,2023-03-02 00:30:34.944703,2023-03-02 00:30:35.112871,0 days 00:00:00.168168,0.9831252572729314,0.11076629232879726,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
508,508,0.8666666666666667,2023-03-02 00:30:34.966702,2023-03-02 00:30:35.146872,0 days 00:00:00.180170,0.5503662990189171,0.25547536381602565,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
509,509,0.8668518518518519,2023-03-02 00:30:34.995703,2023-03-02 00:30:35.189873,0 days 00:00:00.194170,0.08125481679859171,0.3109620222392384,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
510,510,0.8675925925925927,2023-03-02 00:30:35.010703,2023-03-02 00:30:35.198870,0 days 00:00:00.188167,0.0844620915728794,0.17749917211353528,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
511,511,0.8664814814814814,2023-03-02 00:30:35.039873,2023-03-02 00:30:35.231873,0 days 00:00:00.192000,0.3170896289521583,0.2490081006377002,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
512,512,0.5,2023-03-02 00:30:35.061871,2023-03-02 00:30:35.311870,0 days 00:00:00.249999,,,,,,,,,,,,,,,,Tree,,,,,,,,,866.3977734632342,entropy,0.33818720858134776,713.6934303072205,0.45537950544634564,0.45494184315026615,0.4342177443653664,random,,,,,,COMPLETE
513,513,0.8627777777777779,2023-03-02 00:30:35.072871,2023-03-02 00:30:35.277871,0 days 00:00:00.205000,0.08104171123550521,0.6541383856940801,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
514,514,0.8633333333333334,2023-03-02 00:30:35.114873,2023-03-02 00:30:35.354871,0 days 00:00:00.239998,0.08330256022185906,0.527656932505085,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
515,515,0.5,2023-03-02 00:30:35.142871,2023-03-02 00:30:35.419872,0 days 00:00:00.277001,,,,,,,,,,,,,,,,Tree,,,,,,,,,734.442479562926,entropy,0.3375601461741337,373.3013838758857,0.3509452311137855,0.4306714899015657,0.49546317932154593,best,,,,,,COMPLETE
516,516,0.8629629629629629,2023-03-02 00:30:35.148874,2023-03-02 00:30:35.393871,0 days 00:00:00.244997,0.07711389781345768,0.6723077341463866,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
517,517,0.8681481481481481,2023-03-02 00:30:35.199871,2023-03-02 00:30:35.446871,0 days 00:00:00.247000,0.2878860922358132,0.06034230591029584,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
518,518,0.5,2023-03-02 00:30:35.209872,2023-03-02 00:30:35.481874,0 days 00:00:00.272002,,,,,,,,,,,,,,,,Tree,,,,,,,,,122.1706688340517,entropy,0.5247926453985086,416.4369453656001,0.4557368911965385,0.4496119822965749,0.3525634140256928,random,,,,,,COMPLETE
519,519,0.5,2023-03-02 00:30:35.236873,2023-03-02 00:30:35.500870,0 days 00:00:00.263997,,,,,,,,,,,,,,,,Tree,,,,,,,,,110.54516955762762,entropy,0.516648796195774,412.8214859440237,0.34143187775573214,0.45197422206690546,0.4990656608061709,best,,,,,,COMPLETE
520,520,0.5,2023-03-02 00:30:35.283873,2023-03-02 00:30:35.536337,0 days 00:00:00.252464,,,,,,,,,,,,,,,,Tree,,,,,,,,,450.9630194332934,entropy,0.5384164142829946,247.12559452596005,0.3434528867199138,0.4678207628596034,0.3462675333576779,random,,,,,,COMPLETE
521,521,0.8681481481481481,2023-03-02 00:30:35.313871,2023-03-02 00:30:35.534759,0 days 00:00:00.220888,0.28723255983117546,0.05810837879515883,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
522,522,0.8688888888888889,2023-03-02 00:30:35.357872,2023-03-02 00:30:35.582042,0 days 00:00:00.224170,0.12275372173096517,0.136013265352526,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
523,523,0.8688888888888888,2023-03-02 00:30:35.395874,2023-03-02 00:30:35.605041,0 days 00:00:00.209167,0.12244237198269901,0.08365647890342229,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
524,524,0.8688888888888888,2023-03-02 00:30:35.426870,2023-03-02 00:30:35.629042,0 days 00:00:00.202172,0.12643862012030516,0.08503474175699711,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
525,525,0.8633333333333334,2023-03-02 00:30:35.449873,2023-03-02 00:30:35.653043,0 days 00:00:00.203170,0.12588947601243286,0.5733125716167351,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
526,526,0.8688888888888889,2023-03-02 00:30:35.483873,2023-03-02 00:30:35.676043,0 days 00:00:00.192170,0.25649493436332127,0.1363269158459895,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
527,527,0.8635185185185185,2023-03-02 00:30:35.506872,2023-03-02 00:30:35.693041,0 days 00:00:00.186169,0.13313867990014197,0.5365736731251516,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
