,number,value,datetime_start,datetime_complete,duration,params_Bayes_prior_positive,params_Bayes_var_smoothing,params_GB_ccp_alpha,params_GB_criterion,params_GB_learning_rate,params_GB_loss,params_GB_max_depth,params_GB_max_features,params_GB_min_impurity_decrease,params_GB_min_samples_leaf,params_GB_min_samples_split,params_GB_n_estimators,params_GB_subsample,params_GB_tol,params_GB_validation_fraction,params_Method,params_SVM_C,params_SVM_coef0,params_SVM_decision_function_shape,params_SVM_degree,params_SVM_gamma,params_SVM_kernel,params_SVM_shrinking,params_SVM_tol,params_Tree_ccp_alpha,params_Tree_criterion,params_Tree_max_features,params_Tree_min_impurity_decrease,params_Tree_min_samples_leaf,params_Tree_min_samples_split,params_Tree_min_weight_fraction_leaf,params_Tree_splitter,params_kNN_algorithm,params_kNN_leaf_size,params_kNN_n_neighbors,params_kNN_p,params_kNN_weights,state
1129,1129,0.8629629629629629,2023-03-02 00:31:02.062813,2023-03-02 00:31:02.307927,0 days 00:00:00.245114,0.24949879382080342,0.6357458105573677,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1130,1130,0.8642592592592593,2023-03-02 00:31:02.093926,2023-03-02 00:31:02.385448,0 days 00:00:00.291522,0.2535781347408639,0.40930621584514737,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1131,1131,0.8633333333333333,2023-03-02 00:31:02.125926,2023-03-02 00:31:02.404963,0 days 00:00:00.279037,0.2710797951988795,0.6920228177394524,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1132,1132,0.8633333333333333,2023-03-02 00:31:02.173926,2023-03-02 00:31:02.536339,0 days 00:00:00.362413,0.2732637911744978,0.5025741007641453,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1133,1133,0.8692592592592593,2023-03-02 00:31:02.243928,2023-03-02 00:31:02.611337,0 days 00:00:00.367409,0.26872299004065764,0.08773258031130535,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1134,1134,0.8694444444444445,2023-03-02 00:31:02.271927,2023-03-02 00:31:02.669340,0 days 00:00:00.397413,0.0030164952283005184,0.08825546355926596,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1135,1135,0.8694444444444445,2023-03-02 00:31:02.311928,2023-03-02 00:31:02.805338,0 days 00:00:00.493410,0.5885404647570744,0.08983513882750119,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1136,1136,0.5,2023-03-02 00:31:02.319927,2023-03-02 00:31:02.804339,0 days 00:00:00.484412,,,,,,,,,,,,,,,,Tree,,,,,,,,,523.8388028999595,entropy,0.9632086737298571,169.4273101313342,0.14842345783303176,0.5541589622423928,0.16135703955222155,random,,,,,,COMPLETE
1137,1137,0.5,2023-03-02 00:31:02.343927,2023-03-02 00:31:02.834339,0 days 00:00:00.490412,,,,,,,,,,,,,,,,Tree,,,,,,,,,524.585008701157,entropy,0.9762627159202928,168.73644823411263,0.002466802462233325,0.18228506770115627,0.15748270154400507,random,,,,,,COMPLETE
1138,1138,0.5,2023-03-02 00:31:02.390444,2023-03-02 00:31:02.916988,0 days 00:00:00.526544,,,,,,,,,,,,,,,,Tree,,,,,,,,,720.836735227573,entropy,0.9643131464451876,172.57096847713535,0.23929187706932453,0.5162545344963442,0.2632317220726557,random,,,,,,COMPLETE
1139,1139,0.5,2023-03-02 00:31:02.410963,2023-03-02 00:31:02.886338,0 days 00:00:00.475375,,,,,,,,,,,,,,,,Tree,,,,,,,,,710.1074450149677,entropy,0.473534022414828,171.78114289372684,0.15041206260554596,0.5364748203022331,0.14040276190882509,random,,,,,,COMPLETE
1140,1140,0.8690740740740741,2023-03-02 00:31:02.545338,2023-03-02 00:31:03.063987,0 days 00:00:00.518649,0.4809249901746708,0.12187552180086211,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1141,1141,0.5,2023-03-02 00:31:02.613338,2023-03-02 00:31:03.174987,0 days 00:00:00.561649,,,,,,,,,,,,,,,,Tree,,,,,,,,,619.217962577849,entropy,0.7397638735717043,468.28422993328223,0.237778467477658,0.5034641135841033,0.4792960521267163,random,,,,,,COMPLETE
1142,1142,0.5,2023-03-02 00:31:02.671339,2023-03-02 00:31:03.233987,0 days 00:00:00.562648,,,,,,,,,,,,,,,,Tree,,,,,,,,,633.5144436995787,entropy,0.418459603079549,868.2131696347992,0.36571113018364415,0.8654363563517723,0.13057396694873868,random,,,,,,COMPLETE
1143,1143,0.8681481481481481,2023-03-02 00:31:02.810340,2023-03-02 00:31:03.282987,0 days 00:00:00.472647,0.3563527551140961,0.059603631791176025,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1144,1144,0.5,2023-03-02 00:31:02.827340,2023-03-02 00:31:04.469930,0 days 00:00:01.642590,,,537.6091233818925,friedman_mse,0.8802912599172403,exponential,4.0,0.09916706646602902,874.1803283646963,0.2583719022491821,0.596613269885932,427.0,0.41418525667885586,0.9565901005121589,0.06432536942490175,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1145,1145,0.5,2023-03-02 00:31:02.850338,2023-03-02 00:31:05.677663,0 days 00:00:02.827325,,,554.5388919122671,friedman_mse,5.459358822996347,exponential,4.0,0.44326936058815947,405.28566430886474,0.24933367238692508,0.014251814663085671,283.0,0.9196436319919923,0.9424929678749856,0.08503728895682672,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1146,1146,0.5,2023-03-02 00:31:02.895989,2023-03-02 00:31:05.087987,0 days 00:00:02.191998,,,557.9153831186293,friedman_mse,5.350997293046289,exponential,3.0,0.08149440428774524,884.3182961174025,0.26094053704533127,0.004877653045000763,279.0,0.911047571746685,0.9927418570747915,0.05534310705686152,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1147,1147,0.5,2023-03-02 00:31:02.921988,2023-03-02 00:31:04.756941,0 days 00:00:01.834953,,,539.8259975454105,friedman_mse,0.387148528793297,exponential,4.0,0.11031144458860576,409.21414134291433,0.2514661524121445,0.6002150607163754,416.0,0.9870826865015677,0.9671103942084149,0.048017828008556696,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1148,1148,0.8683333333333334,2023-03-02 00:31:03.072989,2023-03-02 00:31:03.458091,0 days 00:00:00.385102,0.12325377803982492,0.048827655540248746,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1149,1149,0.5,2023-03-02 00:31:03.187987,2023-03-02 00:31:06.225641,0 days 00:00:03.037654,,,692.730670550079,friedman_mse,5.501330656672351,exponential,5.0,0.14804535739619662,893.6034279079023,0.2595337659880105,0.005963981573768984,419.0,0.9931139890421696,0.9989824177945879,0.06973110818276929,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1150,1150,0.8690740740740741,2023-03-02 00:31:03.237989,2023-03-02 00:31:03.591090,0 days 00:00:00.353101,0.3522984728726472,0.1166983534755478,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1151,1151,0.8675925925925927,2023-03-02 00:31:03.305988,2023-03-02 00:31:03.732090,0 days 00:00:00.426102,0.3231135085019196,0.18093160882044623,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1152,1152,0.8638888888888889,2023-03-02 00:31:03.462090,2023-03-02 00:31:03.873091,0 days 00:00:00.411001,0.04071179447973666,0.4588424117279905,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1153,1153,0.8690740740740741,2023-03-02 00:31:03.603093,2023-03-02 00:31:04.078101,0 days 00:00:00.475008,0.8157674877967996,0.14476422505281855,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1154,1154,0.5,2023-03-02 00:31:03.736090,2023-03-02 00:31:07.475036,0 days 00:00:03.738946,,,573.6343074560516,friedman_mse,5.434755309723413,exponential,33.0,0.09569123996234519,97.59837820389089,0.24975377812737937,0.0032861411929989703,410.0,0.9219468840081202,0.9314333715009336,0.10288775262761851,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1155,1155,0.5,2023-03-02 00:31:03.878092,2023-03-02 00:31:05.255987,0 days 00:00:01.377895,,,698.0961240005954,friedman_mse,1.1726057367068252,exponential,3.0,0.1430914800890123,897.0470046841335,0.37240027315882385,0.6068067699220938,296.0,0.8811436770799159,0.9493176822990975,0.03777952949661767,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1156,1156,0.8690740740740741,2023-03-02 00:31:04.084101,2023-03-02 00:31:04.397712,0 days 00:00:00.313611,0.13728558366342805,0.020112542254469262,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1157,1157,0.5,2023-03-02 00:31:04.404709,2023-03-02 00:31:05.679661,0 days 00:00:01.274952,,,2.008597294486151,friedman_mse,1.0655248198111367,exponential,15.0,0.4412568381295943,278.30595601708944,0.36426470726654503,0.8964361767685145,403.0,0.8928188281720814,0.38139630614789855,0.7128290592580958,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1158,1158,0.8690740740740741,2023-03-02 00:31:04.479931,2023-03-02 00:31:04.793941,0 days 00:00:00.314010,0.08757702836049434,0.10282665174854799,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1159,1159,0.8690740740740741,2023-03-02 00:31:04.768943,2023-03-02 00:31:05.021987,0 days 00:00:00.253044,0.1572916531152212,0.11836175216494696,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1160,1160,0.8690740740740741,2023-03-02 00:31:04.799943,2023-03-02 00:31:05.058987,0 days 00:00:00.259044,0.15448041468002388,0.11638527872911263,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1161,1161,0.8690740740740741,2023-03-02 00:31:05.026987,2023-03-02 00:31:05.320990,0 days 00:00:00.294003,0.6502646866317928,0.07736069734301858,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1162,1162,0.8624074074074074,2023-03-02 00:31:05.066987,2023-03-02 00:31:05.356989,0 days 00:00:00.290002,0.42189212821070066,0.8135467946620136,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1163,1163,0.8692592592592593,2023-03-02 00:31:05.094987,2023-03-02 00:31:05.379988,0 days 00:00:00.285001,0.06504153393964755,0.08725010523609268,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1164,1164,0.8681481481481481,2023-03-02 00:31:05.259986,2023-03-02 00:31:05.530663,0 days 00:00:00.270677,0.8303497947848467,0.05512595146364278,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1165,1165,0.8662962962962963,2023-03-02 00:31:05.323989,2023-03-02 00:31:05.680664,0 days 00:00:00.356675,0.19247610642418825,0.2648882335159537,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1166,1166,0.8618518518518519,2023-03-02 00:31:05.362988,2023-03-02 00:31:05.720662,0 days 00:00:00.357674,0.061043346564108446,0.8653609276758795,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1167,1167,0.8683333333333334,2023-03-02 00:31:05.382988,2023-03-02 00:31:05.729662,0 days 00:00:00.346674,0.029689482688726745,0.049103773138175676,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1168,1168,0.8688888888888889,2023-03-02 00:31:05.534662,2023-03-02 00:31:05.896416,0 days 00:00:00.361754,0.11418573304199474,0.13497038239119707,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1169,1169,0.8633333333333334,2023-03-02 00:31:05.685663,2023-03-02 00:31:05.976149,0 days 00:00:00.290486,0.11526446621585726,0.7011189813240404,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1170,1170,0.8688888888888889,2023-03-02 00:31:05.698662,2023-03-02 00:31:05.965150,0 days 00:00:00.266488,0.0006148162346029107,0.13820091877939478,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1171,1171,0.8601851851851852,2023-03-02 00:31:05.706663,2023-03-02 00:31:05.962149,0 days 00:00:00.255486,0.11110449260170024,0.9994958024633559,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1172,1172,0.8688888888888889,2023-03-02 00:31:05.736663,2023-03-02 00:31:05.961149,0 days 00:00:00.224486,0.3220113221792366,0.1389421147695704,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1173,1173,0.8688888888888889,2023-03-02 00:31:05.747662,2023-03-02 00:31:05.985640,0 days 00:00:00.237978,0.11246293580325631,0.13448805159764998,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1174,1174,0.8692592592592593,2023-03-02 00:31:05.901200,2023-03-02 00:31:06.403648,0 days 00:00:00.502448,0.61789014936785,0.09376779019802133,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1175,1175,0.7195370370370371,2023-03-02 00:31:05.967151,2023-03-02 00:31:06.227638,0 days 00:00:00.260487,,,,,,,,,,,,,,,,SVM,76.24134793000766,,ovr,,auto,rbf,False,0.6017782045563748,,,,,,,,,,,,,,COMPLETE
1176,1176,0.8629629629629629,2023-03-02 00:31:05.978148,2023-03-02 00:31:06.443648,0 days 00:00:00.465500,0.8422468632614838,0.6376814747470301,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1177,1177,0.7285185185185185,2023-03-02 00:31:05.989640,2023-03-02 00:31:06.210641,0 days 00:00:00.221001,,,,,,,,,,,,,,,,SVM,75.45206643238815,,ovr,,auto,rbf,False,0.6128763496638472,,,,,,,,,,,,,,COMPLETE
1178,1178,0.7274074074074074,2023-03-02 00:31:06.016639,2023-03-02 00:31:06.258640,0 days 00:00:00.242001,,,,,,,,,,,,,,,,SVM,77.80117791603006,,ovr,,auto,rbf,False,0.6095727427081313,,,,,,,,,,,,,,COMPLETE
1179,1179,0.7210185185185185,2023-03-02 00:31:06.028639,2023-03-02 00:31:06.266639,0 days 00:00:00.238000,,,,,,,,,,,,,,,,SVM,94.61116284931364,,ovr,,auto,rbf,False,0.27781905360442294,,,,,,,,,,,,,,COMPLETE
1180,1180,0.8633333333333334,2023-03-02 00:31:06.215639,2023-03-02 00:31:06.598374,0 days 00:00:00.382735,0.22478767794193907,0.5702530424058876,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1181,1181,0.8648148148148149,2023-03-02 00:31:06.230639,2023-03-02 00:31:06.568373,0 days 00:00:00.337734,0.7396781252015676,0.36837182095916365,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1182,1182,0.8690740740740741,2023-03-02 00:31:06.241642,2023-03-02 00:31:06.567375,0 days 00:00:00.325733,0.8640082408597259,0.10521465057631926,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1183,1183,0.866111111111111,2023-03-02 00:31:06.275640,2023-03-02 00:31:06.636374,0 days 00:00:00.360734,0.033621017066722325,0.3283325819294767,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1184,1184,0.8662962962962963,2023-03-02 00:31:06.283640,2023-03-02 00:31:06.636374,0 days 00:00:00.352734,0.2800430246327971,0.323743747892993,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1185,1185,0.8692592592592594,2023-03-02 00:31:06.406648,2023-03-02 00:31:06.683373,0 days 00:00:00.276725,0.362823616616325,0.10877626114703923,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1186,1186,0.8690740740740741,2023-03-02 00:31:06.446652,2023-03-02 00:31:06.721375,0 days 00:00:00.274723,0.23119084591888134,0.10404282544588773,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1187,1187,0.8618518518518519,2023-03-02 00:31:06.571373,2023-03-02 00:31:06.848373,0 days 00:00:00.277000,0.22539650449466778,0.8487574759068626,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1188,1188,0.8690740740740741,2023-03-02 00:31:06.580373,2023-03-02 00:31:06.863374,0 days 00:00:00.283001,0.0336476084254452,0.07950580157301372,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1189,1189,0.8677777777777778,2023-03-02 00:31:06.607373,2023-03-02 00:31:06.867374,0 days 00:00:00.260001,0.035782569267251305,0.17058430488758553,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1190,1190,0.867962962962963,2023-03-02 00:31:06.641373,2023-03-02 00:31:06.883373,0 days 00:00:00.242000,0.7066822238752951,0.19586960626595654,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1191,1191,0.8688888888888888,2023-03-02 00:31:06.650373,2023-03-02 00:31:06.942375,0 days 00:00:00.292002,0.36561193134207565,0.07586196369881482,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1192,1192,0.8618518518518519,2023-03-02 00:31:06.685373,2023-03-02 00:31:06.944372,0 days 00:00:00.258999,0.3258014684686245,0.8417104768644075,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1193,1193,0.867962962962963,2023-03-02 00:31:06.724373,2023-03-02 00:31:07.001635,0 days 00:00:00.277262,0.986649202519152,0.1902677594077629,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1194,1194,0.8692592592592593,2023-03-02 00:31:06.852373,2023-03-02 00:31:07.130785,0 days 00:00:00.278412,0.5260575794645236,0.01565771148989685,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1195,1195,0.862962962962963,2023-03-02 00:31:06.875373,2023-03-02 00:31:07.164785,0 days 00:00:00.289412,0.3321443278666862,0.7701461676697824,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1196,1196,0.8631481481481481,2023-03-02 00:31:06.889373,2023-03-02 00:31:07.166782,0 days 00:00:00.277409,0.5128839388976365,0.6119756879269028,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1197,1197,0.8681481481481481,2023-03-02 00:31:06.898375,2023-03-02 00:31:07.165784,0 days 00:00:00.267409,0.3312703239740858,0.060116978480986044,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1198,1198,0.8681481481481481,2023-03-02 00:31:06.946374,2023-03-02 00:31:07.294782,0 days 00:00:00.348408,0.1754051915882312,0.05537718027801212,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1199,1199,0.8681481481481481,2023-03-02 00:31:06.956374,2023-03-02 00:31:07.338784,0 days 00:00:00.382410,0.40855663332461256,0.051066835768338245,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1200,1200,0.8681481481481481,2023-03-02 00:31:07.004634,2023-03-02 00:31:07.377782,0 days 00:00:00.373148,0.08688104884385152,0.05903672433931547,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1201,1201,0.8629629629629629,2023-03-02 00:31:07.133784,2023-03-02 00:31:07.514834,0 days 00:00:00.381050,0.07863201891050911,0.672549035635781,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1202,1202,0.8694444444444445,2023-03-02 00:31:07.167782,2023-03-02 00:31:07.555832,0 days 00:00:00.388050,0.1696476923315171,0.09147048031027222,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1203,1203,0.8644444444444445,2023-03-02 00:31:07.178782,2023-03-02 00:31:07.544832,0 days 00:00:00.366050,0.08717095837605912,0.39247369806481025,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1204,1204,0.8690740740740741,2023-03-02 00:31:07.195784,2023-03-02 00:31:07.590833,0 days 00:00:00.395049,0.14076887117723844,0.08643125353425181,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1205,1205,0.8694444444444445,2023-03-02 00:31:07.299783,2023-03-02 00:31:07.594834,0 days 00:00:00.295051,0.4065230168539513,0.09127876033509547,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1206,1206,0.8681481481481481,2023-03-02 00:31:07.341784,2023-03-02 00:31:07.622121,0 days 00:00:00.280337,0.598794466676348,0.15938080072544958,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1207,1207,0.8694444444444445,2023-03-02 00:31:07.389471,2023-03-02 00:31:07.709636,0 days 00:00:00.320165,0.14599284251592565,0.08978322754764428,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1208,1208,0.8690740740740741,2023-03-02 00:31:07.477662,2023-03-02 00:31:07.839658,0 days 00:00:00.361996,0.13932510225226735,0.001961960796009299,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1209,1209,0.8690740740740741,2023-03-02 00:31:07.516832,2023-03-02 00:31:07.906659,0 days 00:00:00.389827,0.14177642097807386,0.12232734887898997,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1210,1210,0.8616666666666667,2023-03-02 00:31:07.547834,2023-03-02 00:31:07.910658,0 days 00:00:00.362824,0.13269251978847615,0.8812617983049352,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1211,1211,0.8633333333333333,2023-03-02 00:31:07.557833,2023-03-02 00:31:07.991575,0 days 00:00:00.433742,0.5987877240198625,0.4987298814015799,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1212,1212,0.8381481481481481,2023-03-02 00:31:07.596835,2023-03-02 00:31:08.349967,0 days 00:00:00.753132,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,239.0,412.0,526.0,distance,COMPLETE
1213,1213,0.8692592592592592,2023-03-02 00:31:07.604832,2023-03-02 00:31:07.988963,0 days 00:00:00.384131,0.1938818043023865,0.12292491183686219,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1214,1214,0.8614814814814814,2023-03-02 00:31:07.633120,2023-03-02 00:31:08.029638,0 days 00:00:00.396518,0.3088686611976049,0.9127276970551298,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1215,1215,0.8561111111111112,2023-03-02 00:31:07.713639,2023-03-02 00:31:08.337968,0 days 00:00:00.624329,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,148.0,416.0,383.0,distance,COMPLETE
1216,1216,0.8274074074074074,2023-03-02 00:31:07.842657,2023-03-02 00:31:08.392967,0 days 00:00:00.550310,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,30.0,305.0,560.0,distance,COMPLETE
1217,1217,0.8224999999999999,2023-03-02 00:31:07.914046,2023-03-02 00:31:08.507781,0 days 00:00:00.593735,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,155.0,411.0,767.0,distance,COMPLETE
1218,1218,0.8329629629629629,2023-03-02 00:31:07.923038,2023-03-02 00:31:08.411968,0 days 00:00:00.488930,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,32.0,232.0,533.0,distance,COMPLETE
1219,1219,0.8241666666666666,2023-03-02 00:31:08.006636,2023-03-02 00:31:08.542728,0 days 00:00:00.536092,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,235.0,410.0,776.0,distance,COMPLETE
1220,1220,0.8174074074074074,2023-03-02 00:31:08.017635,2023-03-02 00:31:08.663729,0 days 00:00:00.646094,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,445.0,406.0,560.0,distance,COMPLETE
1221,1221,0.8273148148148148,2023-03-02 00:31:08.126636,2023-03-02 00:31:08.602730,0 days 00:00:00.476094,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,brute,155.0,409.0,786.0,distance,COMPLETE
1222,1222,0.8614814814814815,2023-03-02 00:31:08.341966,2023-03-02 00:31:08.541732,0 days 00:00:00.199766,0.6709282100622259,0.9464982728089851,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1223,1223,0.8648148148148147,2023-03-02 00:31:08.351967,2023-03-02 00:31:08.540731,0 days 00:00:00.188764,0.05363238953818272,0.3832144681820241,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1224,1224,0.8687037037037038,2023-03-02 00:31:08.394969,2023-03-02 00:31:08.652729,0 days 00:00:00.257760,0.47392692155461547,0.03363892425714164,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1225,1225,0.8618518518518519,2023-03-02 00:31:08.414967,2023-03-02 00:31:08.630731,0 days 00:00:00.215764,0.5509291993853771,0.8536486783307622,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1226,1226,0.8694444444444445,2023-03-02 00:31:08.510781,2023-03-02 00:31:08.799742,0 days 00:00:00.288961,0.9391157039181469,0.10785035838331283,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1227,1227,0.8688888888888888,2023-03-02 00:31:08.543730,2023-03-02 00:31:08.825742,0 days 00:00:00.282012,0.27892226881345095,0.0713392942706013,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1228,1228,0.8685185185185185,2023-03-02 00:31:08.554732,2023-03-02 00:31:08.849740,0 days 00:00:00.295008,0.934286046718018,0.07097127742525755,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1229,1229,0.8601851851851852,2023-03-02 00:31:08.571729,2023-03-02 00:31:08.863741,0 days 00:00:00.292012,0.2772088666247891,0.9848208558335256,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1230,1230,0.8694444444444445,2023-03-02 00:31:08.605730,2023-03-02 00:31:08.982748,0 days 00:00:00.377018,0.8702870090144226,0.10757893914792885,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1231,1231,0.8694444444444445,2023-03-02 00:31:08.632729,2023-03-02 00:31:09.013657,0 days 00:00:00.380928,0.2796779252141044,0.1066302682977903,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
